"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro","haploid","auto.hap"
"Macrotus waterhousii",0,"XY","Macrotus waterhousii","Macrotus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1843",1843,"Mammals",0,67,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",16.27,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Macrotus waterhousii","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",129,-100.3114069,19.57636023,0,19.57636023,"This work",0,0,0,0.131782946,0.868217054,0,0,0,217.0911562,1211.227141,1911.649754,85.29840982,918.7489604,229.0257405,146.212342,0.010314424,0.129164838,0.127751886,0.005733646,0.636363636,23,22
"Mesophylla macconnelli",1,"XAYAfusion","Mesophylla macconnelli","Mesophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1901",1901,"Mammals",0,52,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",6.92,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Mesophylla macconnelli","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",810,-64.04232169,-3.296195937,0,3.296195937,"This work",0,0,0,0,1,0,0,0,243.8311872,2229.685931,666.2672735,52.52245419,366.6083538,1515.117841,15.70715164,0.001134265,0.031330103,0.040687558,0.050506348,1,11,10
"Micronycteris hirsuta",0,"XY","Micronycteris hirsuta","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1869",1869,"Mammals",0,66,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",12.89,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris hirsuta","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",645,-67.26133945,0.129354112,0,0.129354112,"This work",0,0,0,0,0.996899225,0,0,0,245.3495707,2321.895041,627.6681106,47.38217211,306.0615274,1643.439659,23.40258923,0.00166156,0.025872847,0.054440186,0.036090966,0.86666667,15,14
"Micronycteris megalotis",0,"XY","Micronycteris megalotis","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1842",1842,"Mammals",0,51,"",1,"Phylogenetic Multiple Imputation",6.4,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris megalotis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1087,-59.12158375,-6.152353398,0,6.152353398,"This work",0,0,0,0,1,0,0,0,242.9307438,1923.408908,895.1026076,59.8852198,425.8014875,1172.926919,24.9202313,0.002317189,0.053255631,0.058449032,0.075368978,0.210526316,20,19
"Micronycteris minuta",0,"XY","Micronycteris minuta","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GERVAIS 1856",1856,"Mammals",0,55,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",6.9,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris minuta","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1104,-58.77317043,-6.042118352,0,6.042118352,"This work",0,0,0,0,1,0,0,0,245.2891228,1976.76808,894.1151685,58.12658176,363.4384378,1150.855581,25.74039897,0.002476381,0.063305802,0.059508992,0.076785605,0.076923077,14,13
"Micronycteris schmidtorum",0,"XY","Micronycteris schmidtorum","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SANBORN 1935",1935,"Mammals",0,54,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",7.73,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris schmidtorum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",678,-60.84483463,-2.431551034,0,2.431551034,"This work",0,0,0,0,1,0,0,0,249.0280993,2162.538157,734.0185645,53.25763735,273.307599,1477.570524,34.24652576,0.002771677,0.03767396,0.063868195,0.029986325,0.15789474,19,18
"Mimon bennettii",0,"XY","Mimon bennettii","Mimon","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1838",1838,"Mammals",0,75,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",25.2,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Mimon bennettii","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",445,-51.69316355,-7.117887686,0,7.117887686,"This work",0,0,0,0,1,0,0,0,244.3375649,1710.638605,1209.970903,64.70795826,368.1130557,770.499785,48.37431485,0.005313601,0.115789102,0.09319318,0.11746444,0,15,14
"Gardnerycteris crenulata",0,"XY","Gardnerycteris crenulata","Mimon","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","(É. GEOFFROY, 1810)",1810,"Mammals",0,75,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",13.91,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Gardnerycteris crenulatum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1032,-59.88925948,-4.263645176,0,4.263645176,"This work",0,0,0,0,1,0,0,0,246.0097517,2012.391623,777.4983552,58.39366171,370.9763018,1236.370097,21.48281059,0.001857175,0.047093613,0.056404191,0.065636882,0,16,15
"Phylloderma stenops",0,"XY","Phylloderma stenops","Phylloderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1865",1865,"Mammals",0,115,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",55.82,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phylloderma stenops","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1022,-59.21037453,-5.003628759,0,5.003628759,"This work",0,0,0,0,1,0,0,0,244.1895674,2007.817754,840.5702391,56.9742727,377.4734749,1236.309443,27.93721296,0.002574072,0.045023402,0.061992035,0.052653956,0.0625,16,15
"Phyllonycteris aphylla",0,"XY","Phyllonycteris aphylla","Phyllonycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MILLER 1898",1898,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",24.5,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",1,1,0,"Jones, Bielby, Cardillo, Fritz, O'Dell, Orme, ... and Purvis, 2009, Ecology, 90:2648-2648",0.5,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllonycteris aphylla","CR","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-76.96028476,18.11206219,1,18.11206219,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,247.7822319,1968.433206,989.9278917,41.08883001,89.82411506,150.455043,369.3761396,0.007164431,0.020328219,0.025054227,0,0,16,15
"Phyllops falcatus",1,"XAfusion","Phyllops falcatus","Phyllops","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1839",1839,"Mammals",0,70,"",1,"Phylogenetic Multiple Imputation",20.91,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllops falcatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",37,-78.91392824,21.60109753,1,21.60109753,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,247.8146873,1334.590099,1528.171552,51.01696247,146.515392,136.8160586,190.3241757,0.00530239,0.15559808,0.118771975,0.001180966,0,15,14
"Phyllostomus discolor",0,"XY","Phyllostomus discolor","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","WAGNER 1843",1843,"Mammals",0,97,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",43.4,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus discolor","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1155,-60.00053178,-5.137534776,0,5.137534776,"This work",0,0,0,0,1,0,0,0,245.7340509,1957.033404,874.8582252,59.4903835,363.3079176,1127.165052,28.52318747,0.002621813,0.063575337,0.059490616,0.077299794,0,16,15
"Phyllostomus elongatus",0,"XY","Phyllostomus elongatus","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","É. GEOFFROY SAINT-HILAIRE 1810",1810,"Mammals",0,95,"",1,"Phylogenetic Multiple Imputation",41.75,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus elongatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",946,-57.62587294,-6.050596302,0,6.050596302,"This work",0,0,0,0,1,0,0,0,248.1856174,1969.133895,844.2739582,59.77031139,323.509221,1264.91631,19.99602078,0.002116269,0.051415543,0.046285399,0.074192123,0.066666667,16,15
"Phyllostomus hastatus",0,"XY","Phyllostomus hastatus","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PALLAS 1767",1767,"Mammals",0,150,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",91.44,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus hastatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1150,-59.58584559,-5.867558288,0,5.867558288,"This work",0,0,0,0,1,0,0,0,243.3758195,1941.673163,886.034136,59.00607012,411.4352122,1132.101239,26.28119556,0.002467247,0.062602345,0.061634169,0.077718182,0.066666667,16,15
"Phyllostomus latifolius",0,"XY","Phyllostomus latifolius","Phyllostomus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1901",1901,"Mammals",0,78,"HBL",0,"Goodman, Hutterer and Ngnegueu, 2001, Mammal. Biol., 66:22-34",31,0,"Reis, Peracchi, Pedro, and Lima, 2007. Morcegos do Brasil. Londrina: Nelio R. dos Reis, 253 p.",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Phyllostomus latifolius","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",163,-59.76667319,0.644442772,0,0.644442772,"This work",0,0,0,0,0.981595092,0,0,0,253.3134636,2429.077696,649.6456874,43.58040351,156.4299605,2337.405186,4.219324439,0.000381538,0.00436149,0.000917809,0.007800567,0.0625,16,15
"Platyrrhinus vittatus",1,"XAYAfusion","Platyrrhinus vittatus","Platyrrhinus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1860",1860,"Mammals",0,103,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",41.4,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Platyrrhinus vittatus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",108,-72.37559899,8.362839008,0,8.362839008,"This work",0,0,0,0,1,0,0,0,243.1770904,2064.397347,528.5971703,52.74618654,486.3379981,322.1762386,87.06939138,0.005410254,0.050459091,0.189639534,0.058289277,0,15,14
"Tonatia bidens",0,"XY","Tonatia bidens","Tonatia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SPIX 1823",1823,"Mammals",0,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",27.7,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Tonatia bidens","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",220,-50.29461771,-20.09623834,0,20.09623834,"This work",0,0,0,0,1,0,0,0,229.2036127,1258.156061,2357.10591,55.8396316,441.5031424,264.7023948,59.17226724,0.006933639,0.177078967,0.134464659,0.124549985,0.571428571,8,7
"Trachops cirrhosus",0,"XY","Trachops cirrhosus","Trachops","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SPIX 1823",1823,"Mammals",0,92,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",37.7,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.75,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Trachops cirrhosus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1177,-59.9847136,-5.247672379,0,5.247672379,"This work",0,0,0,0,1,0,0,0,244.4321972,1963.964779,908.4687725,58.68725687,378.7893615,1120.888773,27.83934348,0.002602325,0.064358066,0.061541541,0.071891494,0,15,14
"Trinycteris nicefori",0,"XY","Trinycteris nicefori","Trinycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SANBORN 1949",1949,"Mammals",0,58,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.25,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Trinycteris nicefori","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",462,-67.05924792,1.127319101,0,1.127319101,"This work",0,0,0,0,1,0,0,0,240.6020511,2340.697759,637.1061889,49.48589277,432.8394202,1554.570643,21.05260471,0.001503345,0.025356274,0.060791234,0.048693788,0,14,13
"Uroderma bilobatum",1,"XAYAfusion","Uroderma bilobatum","Uroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1866",1866,"Mammals",0,69,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",16.7,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Uroderma bilobatum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1185,-60.57047693,-5.126061801,0,5.126061801,"This work",0,0,0,0,1,0,0,0,242.0440173,1940.410435,887.606205,59.72137098,436.8773666,1110.174777,29.63568512,0.002698509,0.064042467,0.064830911,0.070466843,0.857142857,22,21
"Uroderma magnirostrum",1,"XAYAfusion","Uroderma magnirostrum","Uroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DAVIS 1968",1968,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",17.3,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Uroderma magnirostrum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1012,-59.53645452,-4.831717383,0,4.831717383,"This work",0,0,0,0,1,0,0,0,247.2859894,2000.276306,801.5874327,58.18965625,345.3695175,1272.405137,20.46746,0.001675412,0.04205517,0.052318572,0.057859448,0.16666667,18,17
