"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Lophostoma silvicola",0,"XY","Lophostoma silvicola","Lophostoma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","D'ORBIGNY 1836",1836,"Mammals",0,89,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",32.29,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Lophostoma silvicolum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",760,-62.94471362,-3.003642507,0,3.003642507,"This work",0,0,0,0,1,0,0,0,248.5061049,2204.402631,740.6050716,51.67193028,276.825405,1525.688656,17.91538685,0.001447814,0.027431474,0.043808479,0.032400219,NA
"Lophostoma yasuni",0,"XY","Lophostoma yasuni","Lophostoma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","FONSECA & PINTO, 2004",2004,"Mammals",1,77.36,"",1,"Phylogenetic Multiple Imputation",25,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2022. The IUCN Red List of Threatened Species. Version 2021-3",1,0,0,1,1,"Taxonomic Imputation","","LC","IUCN 2022. The IUCN Red List of Threatened Species. Version 2021-3",2,-75.91667,-0.499997778,0,0.499997778,"This work",0,0,0,0,1,0,0,0,239.4074421,3184.718693,481.0233963,25.40540294,226.955013,1979.654978,2.227150436,0.000212147,0.000710074,0.000257494,0,NA
"Macrophyllum macrophyllum",0,"XY","Macrophyllum macrophyllum","Macrophyllum","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SCHINZ 1821",1821,"Mammals",0,53,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",11,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Macrophyllum macrophyllum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1198,-59.40424404,-6.334351366,0,6.334351366,"This work",0,0,0,0,1,0,0,0,242.6780752,1947.339679,975.0121362,57.3858216,397.6770472,1098.36422,27.90748786,0.002597935,0.068773311,0.065418602,0.077210608,NA
"Macrotus californicus",0,"XY","Macrotus californicus","Macrotus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","BAIRD 1858",1858,"Mammals",0,67,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",22,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Macrotus californicus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",92,-112.0962546,30.63828212,0,30.63828212,"This work",0,0,0,0.902173913,0.097826087,0,0,0,204.7051829,330.7871627,6142.70531,77.09671682,687.6484591,298.0695759,26.4225724,0.004497298,0.056323319,0.00417722,0.232419787,0.421052632
"Macrotus waterhousii",0,"XY","Macrotus waterhousii","Macrotus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1843",1843,"Mammals",0,67,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",16.27,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Macrotus waterhousii","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",129,-100.3114069,19.57636023,0,19.57636023,"This work",0,0,0,0.131782946,0.868217054,0,0,0,217.0911562,1211.227141,1911.649754,85.29840982,918.7489604,229.0257405,146.212342,0.010314424,0.129164838,0.127751886,0.005733646,0.636363636
"Mesophylla macconnelli",1,"XAYAfusion","Mesophylla macconnelli","Mesophylla","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1901",1901,"Mammals",0,52,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",6.92,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Mesophylla macconnelli","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",810,-64.04232169,-3.296195937,0,3.296195937,"This work",0,0,0,0,1,0,0,0,243.8311872,2229.685931,666.2672735,52.52245419,366.6083538,1515.117841,15.70715164,0.001134265,0.031330103,0.040687558,0.050506348,0
"Micronycteris brosseti",0,"XY","Micronycteris brosseti","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SIMMONS & VOSS 1998",1998,"Mammals",0,50,"",1,"Phylogenetic Multiple Imputation",4.85,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris brosseti","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",78,-65.46206641,0.591146572,0,0.591146572,"This work",0,0,0,0,1,0,0,0,249.0478819,2646.247443,517.6690988,32.2462023,181.661632,2816.458362,3.397213993,0.000306956,0.005020142,0.001147922,0.01806318,NA
"Micronycteris buriri",0,"XY","Micronycteris buriri","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","LARSEN, SILES, PEDERSEN, & KWIECINSKI 2011",2011,"Mammals",0,55.5,"",1,"Phylogenetic Multiple Imputation",10,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris buriri","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-61.19024565,13.2462558,1,13.2462558,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,257.5591716,2144.011834,730.7766272,40.09911243,10.27100134,292.5649718,286.6061436,0.000864666,0.006354575,0.001441242,0,NA
"Micronycteris giovanniae",0,"XY","Micronycteris giovanniae","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","BAKER & FONSECA 2007",2007,"Mammals",0,56,"",1,"Phylogenetic Multiple Imputation",10.25,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris giovanniae","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-78.79150204,1.197591088,0,1.197591088,"This work",0,0,0,0,1,0,0,0,229.5094488,3589.487616,289.2974946,28.21739442,544.3814236,540.6919407,16.93962833,0.000491169,0.032377943,0.043449429,0.00160088,NA
"Micronycteris hirsuta",0,"XY","Micronycteris hirsuta","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1869",1869,"Mammals",0,66,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",12.89,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris hirsuta","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",645,-67.26133945,0.129354112,0,0.129354112,"This work",0,0,0,0,0.996899225,0,0,0,245.3495707,2321.895041,627.6681106,47.38217211,306.0615274,1643.439659,23.40258923,0.00166156,0.025872847,0.054440186,0.036090966,NA
"Micronycteris matses",0,"XY","Micronycteris matses","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SIMMONS, VOSS, & FLECK 2002",2002,"Mammals",0,58,"",1,"Phylogenetic Multiple Imputation",10.7,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris matses","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-73.30072424,-4.97831161,0,4.97831161,"This work",0,0,0,0,1,0,0,0,251.2370833,2571.855972,378.2588194,23.90875,132.6211806,1498.070625,4.866053128,0.000324048,0.000818024,0,0,NA
"Micronycteris megalotis",0,"XY","Micronycteris megalotis","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1842",1842,"Mammals",0,51,"",1,"Phylogenetic Multiple Imputation",6.4,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris megalotis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1087,-59.12158375,-6.152353398,0,6.152353398,"This work",0,0,0,0,1,0,0,0,242.9307438,1923.408908,895.1026076,59.8852198,425.8014875,1172.926919,24.9202313,0.002317189,0.053255631,0.058449032,0.075368978,0.210526316
"Micronycteris microtis",0,"XY","Micronycteris microtis","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MILLER 1898",1898,"Mammals",0,51,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",6.5,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris microtis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",508,-60.44716397,-2.164465151,0,2.164465151,"This work",0,0,0,0,1,0,0,0,249.6374908,2271.420141,709.6131219,54.52689179,233.1442289,1693.303552,24.17872478,0.001776821,0.036373894,0.037479892,0.007589117,NA
"Micronycteris minuta",0,"XY","Micronycteris minuta","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GERVAIS 1856",1856,"Mammals",0,55,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",6.9,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris minuta","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1104,-58.77317043,-6.042118352,0,6.042118352,"This work",0,0,0,0,1,0,0,0,245.2891228,1976.76808,894.1151685,58.12658176,363.4384378,1150.855581,25.74039897,0.002476381,0.063305802,0.059508992,0.076785605,0.076923077
"Micronycteris sanborni",0,"XY","Micronycteris sanborni","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SIMMONS 1996",1996,"Mammals",1,51,"",1,"Phylogenetic Multiple Imputation",6.3,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris sanborni","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",7,-39.42375849,-7.561630581,0,7.561630581,"This work",0,0,0,0,1,0,0,0,264.4541333,775.0181534,1308.25832,93.13804182,510.0115262,137.5297398,36.30574544,0.005026236,0.038532418,0.135467156,0.0636772,NA
"Micronycteris schmidtorum",0,"XY","Micronycteris schmidtorum","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SANBORN 1935",1935,"Mammals",0,54,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",7.73,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris schmidtorum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",678,-60.84483463,-2.431551034,0,2.431551034,"This work",0,0,0,0,1,0,0,0,249.0280993,2162.538157,734.0185645,53.25763735,273.307599,1477.570524,34.24652576,0.002771677,0.03767396,0.063868195,0.029986325,NA
"Micronycteris yatesi",0,"XY","Micronycteris yatesi","Micronycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SILES & BROOKS 2013",2013,"Mammals",0,58,"",1,"Phylogenetic Multiple Imputation",11,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Micronycteris yatesi","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",7,-59.58017775,-17.65008952,0,17.65008952,"This work",0,0,0,0,1,0,0,0,207.567745,1054.197835,2210.191217,60.66328204,1058.047142,505.7866791,38.70966428,0.004000943,0.101951484,0.079901779,0.184674058,NA
"Mimon bennettii",0,"XY","Mimon bennettii","Mimon","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GRAY 1838",1838,"Mammals",0,75,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",25.2,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Mimon bennettii","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",445,-51.69316355,-7.117887686,0,7.117887686,"This work",0,0,0,0,1,0,0,0,244.3375649,1710.638605,1209.970903,64.70795826,368.1130557,770.499785,48.37431485,0.005313601,0.115789102,0.09319318,0.11746444,NA
"Mimon cozumelae",0,"XY","Mimon cozumelae","Mimon","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GOLDMAN 1914",1914,"Mammals",0,75,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",39.49,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Mimon cozumelae","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",123,-82.37787285,11.88535872,0,11.88535872,"This work",0,0,0,0,1,0,0,0,238.2453111,2280.319405,901.8031427,51.66951046,493.7404639,386.5384841,76.05745674,0.003828692,0.077069881,0.176405316,0.009505585,NA
"Gardnerycteris crenulata",0,"XY","Gardnerycteris crenulata","Mimon","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","(É. GEOFFROY, 1810)",1810,"Mammals",0,75,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",13.91,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Gardnerycteris crenulatum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1032,-59.88925948,-4.263645176,0,4.263645176,"This work",0,0,0,0,1,0,0,0,246.0097517,2012.391623,777.4983552,58.39366171,370.9763018,1236.370097,21.48281059,0.001857175,0.047093613,0.056404191,0.065636882,NA
"Gardnerycteris koepckeae",0,"XY","Gardnerycteris koepckeae","Mimon","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GARDNER AND PATTON, 1972",1972,"Mammals",1,75,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",13.91,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Gardnerycteris koepckeae","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-73.57406634,-12.36045298,0,12.36045298,"This work",0,0,0,0,1,0,0,0,172.1945196,1400.811885,846.124158,54.32808874,1834.572768,1561.804542,10.90877861,0.000531989,0.013159361,0.039611567,1.34924e-05,NA
"Monophyllus plethodon",0,"XY","Monophyllus plethodon","Monophyllus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MILLER 1900",1900,"Mammals",0,69.85,"",1,"Phylogenetic Multiple Imputation",17.2,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Monophyllus plethodon","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",11,-61.02117626,14.64841893,1,14.64841893,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,259.9675326,1892.572661,908.4405137,38.21430083,13.67378288,127.2088717,341.3079009,0.002300589,0.010601874,0.007458696,2.85509e-05,NA
"Monophyllus redmani",0,"XY","Monophyllus redmani","Monophyllus","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","LEACH 1821",1821,"Mammals",0,57,"",1,"Phylogenetic Multiple Imputation",8.79,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Monophyllus redmani","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",53,-78.91392824,21.60109753,1,21.60109753,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,248.5176119,1364.880596,1481.661715,49.91944088,141.1261403,132.9534761,205.8120714,0.008745773,0.143438715,0.110106787,0.001059002,NA
