"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Sturnira ludovici",0,"XY","Sturnira ludovici","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","ANTHONY 1924",1924,"Mammals",0,70,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",21.02,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira ludovici","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",139,-71.35868769,6.600382453,0,6.600382453,"This work",0,0,0,0,1,0,0,0,233.8965816,1951.058901,582.4672398,54.65023208,665.3984702,447.6643613,75.1086153,0.004680502,0.049367537,0.183727975,0.072849675,NA
"Sturnira luisi",0,"XY","Sturnira luisi","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DAVIS 1980",1980,"Mammals",0,74,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",21,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira luisi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",76,-78.84755026,-0.850528106,0,0.850528106,"This work",0,0,0,0,1,0,0,0,207.4529986,2112.552187,507.1900207,58.89695065,984.2108623,611.950206,68.77421501,0.005272149,0.070171578,0.096030954,0.008828445,NA
"Sturnira magna",0,"XY","Sturnira magna","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DE LA TORRE 1966",1966,"Mammals",0,70,"",1,"Phylogenetic Multiple Imputation",20.1,1,"Phylogenetic Multiple Imputation",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira magna","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",169,-73.12588828,-6.234076168,0,6.234076168,"This work",0,0,0,0,1,0,0,0,205.1559509,2349.498671,756.4636068,41.56033042,1107.442469,1590.674768,13.08768863,0.000859729,0.024649539,0.074388635,0.037296416,NA
"Sturnira mistratensis",0,"XY","Sturnira mistratensis","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","VEGA & CADENA 2000",2000,"Mammals",1,71,"",1,"Phylogenetic Multiple Imputation",20.1,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira mistratensis","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-76.38884596,4.951708887,0,4.951708887,"This work",0,0,0,0,1,0,0,0,236.5733948,5652.686399,237.3313268,14.49041423,603.1744517,515.9252924,27.64591091,0.001106807,0.002756392,0.059362325,0,NA
"Sturnira mordax",0,"XY","Sturnira mordax","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GOODWIN 1938",1938,"Mammals",0,75,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",25.1,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira mordax","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",9,-83.28172465,9.424875724,0,9.424875724,"This work",0,0,0,0,1,0,0,0,223.0546208,3072.820217,496.2914331,51.06284435,583.312937,361.0843225,103.7272299,0.013126751,0.054629141,0.124659033,0,NA
"Sturnira nana",0,"XY","Sturnira nana","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GARDNER & O'NEILL 1971",1971,"Mammals",0,54,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",10.9,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira nana","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,-78.64801828,-4.106357973,0,4.106357973,"This work",0,0,0,0,1,0,0,0,199.0208146,1886.871768,707.1191767,17.72573217,1264.209795,1316.477007,8.234387706,0.000671977,0.015946827,0.006814858,0.002650096,NA
"Sturnira oporaphilum",0,"XY","Sturnira oporaphilum","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","TSCHUDI 1844",1844,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",26.5,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira oporaphilum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",129,-70.45411111,-14.01033406,0,14.01033406,"This work",0,0,0,0,1,0,0,0,170.7894395,1382.236775,1525.56771,65.9872228,1809.121226,825.1708545,21.9945499,0.001629212,0.04435628,0.098408968,0.049652131,NA
"Sturnira parvidens",0,"XY","Sturnira parvidens","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","GOLDMAN 1917",1917,"Mammals",0,74,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",21.9,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira parvidens","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",21,-96.48151497,19.33680603,0,19.33680603,"This work",0,0,0,0.095238095,0.904761905,0,0,0,232.2339736,1430.103954,1845.103193,77.11302071,525.246966,243.7033697,148.852968,0.009145998,0.141783085,0.106669438,0.011524646,NA
"Sturnira paulsoni",0,"XY","Sturnira paulsoni","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DE LA TORRE 1966",1966,"Mammals",0,65.96,"HBL",0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",21.9,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira paulsoni","NT","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",5,-60.96677868,13.89838159,1,13.89838159,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,0,0,1,0,0,0,261.8661214,2131.806877,755.1927852,41.1629984,7.708039084,217.1184654,325.9290014,0.001422067,0.006160057,0.003010957,0,NA
"Sturnira perla",0,"XY","Sturnira perla","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","JARRÍN-V. & KUNZ 2011",2011,"Mammals",0,70,"",1,"Phylogenetic Multiple Imputation",20,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira perla","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,-79.15292947,0.453686398,0,0.453686398,"This work",0,0,0,0,1,0,0,0,230.7824641,2383.238613,380.0245246,61.41627427,437.1563887,482.760899,58.20696709,0.005143929,0.108804639,0.085095182,0.001010804,NA
"Sturnira sorianoi",0,"XY","Sturnira sorianoi","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SÁNCHEZ-HERNÁNDEZ, ROMERO-ALMARAZ, & SCHNELL 2005",2005,"Mammals",1,70,"",1,"Phylogenetic Multiple Imputation",19.1,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Taxonomic Imputation",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira sorianoi","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",10,-63.62968235,-18.44005533,0,18.44005533,"This work",0,0,0,0,1,0,0,0,207.5904939,1171.883419,1600.200696,55.75295057,1073.277398,469.3355263,69.10749725,0.007004624,0.115682438,0.06508612,0.000577693,NA
"Sturnira tildae",0,"XY","Sturnira tildae","Sturnira","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DE LA TORRE 1959",1959,"Mammals",0,73,"",1,"Phylogenetic Multiple Imputation",24.39,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Sturnira tildae","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",962,-57.3016656,-6.844631455,0,6.844631455,"This work",0,0,0,0,1,0,0,0,246.1720426,1923.699885,878.6416124,60.02689783,362.3608586,1240.256069,21.02307372,0.002279807,0.057370338,0.045880262,0.073122247,NA
"Tonatia bidens",0,"XY","Tonatia bidens","Tonatia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SPIX 1823",1823,"Mammals",0,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",27.7,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Tonatia bidens","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",220,-50.29461771,-20.09623834,0,20.09623834,"This work",0,0,0,0,1,0,0,0,229.2036127,1258.156061,2357.10591,55.8396316,441.5031424,264.7023948,59.17226724,0.006933639,0.177078967,0.134464659,0.124549985,0.571428571
"Tonatia saurophila",0,"XY","Tonatia saurophila","Tonatia","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","KOOPMAN & WILLIAMS 1951",1951,"Mammals",0,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",30,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,0,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Tonatia saurophila","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",561,-63.13292887,0.605353634,0,0.605353634,"This work",0,0,0,0,1,0,0,0,248.3579644,2254.21872,671.8940517,51.15321971,309.0222196,1621.366854,20.81316711,0.001645159,0.023400318,0.052948085,0.042957483,NA
"Trachops cirrhosus",0,"XY","Trachops cirrhosus","Trachops","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SPIX 1823",1823,"Mammals",0,92,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",37.7,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.75,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Trachops cirrhosus","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1177,-59.9847136,-5.247672379,0,5.247672379,"This work",0,0,0,0,1,0,0,0,244.4321972,1963.964779,908.4687725,58.68725687,378.7893615,1120.888773,27.83934348,0.002602325,0.064358066,0.061541541,0.071891494,NA
"Trinycteris nicefori",0,"XY","Trinycteris nicefori","Trinycteris","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","SANBORN 1949",1949,"Mammals",0,58,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",8.25,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Soria, Pacifici, Di Marco, Stephen, and Rondinini, 2021, Ecology, 102:e03344",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Trinycteris nicefori","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",462,-67.05924792,1.127319101,0,1.127319101,"This work",0,0,0,0,1,0,0,0,240.6020511,2340.697759,637.1061889,49.48589277,432.8394202,1554.570643,21.05260471,0.001503345,0.025356274,0.060791234,0.048693788,NA
"Uroderma bakeri",0,"XY","Uroderma bakeri","Uroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","MANTILLA-MELUK 2014",2014,"Mammals",0,58,"HB",0,"Mantilla-Meluk, 2014, Occas. Papers Mus. Texas Tech Univ. 325:1-25",13.2,1,"Phylogenetic Multiple Imputation",8e-04,1,1,"Phylogenetic Multiple Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Mantilla-Meluk, 2014, Occas. Papers Mus. Texas Tech Univ. 325:1-25",1,0,0,1,0,"Mantilla-Meluk, 2014, Occas. Papers Mus. Texas Tech Univ. 325:1-25","","","",1,-66.55,10.08326118,0,10.08326118,"This work",0,0,0,0,1,0,0,0,244.4029228,1346.296933,545.2433756,53.57587924,408.4811475,198.3551432,521.0552872,0.047379033,0.020842406,0.09385327,0.017186942,NA
"Uroderma bilobatum",1,"XAYAfusion","Uroderma bilobatum","Uroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERS 1866",1866,"Mammals",0,69,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",16.7,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Uroderma bilobatum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1185,-60.57047693,-5.126061801,0,5.126061801,"This work",0,0,0,0,1,0,0,0,242.0440173,1940.410435,887.606205,59.72137098,436.8773666,1110.174777,29.63568512,0.002698509,0.064042467,0.064830911,0.070466843,0.857142857
"Uroderma magnirostrum",1,"XAYAfusion","Uroderma magnirostrum","Uroderma","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","DAVIS 1968",1968,"Mammals",0,70,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",17.3,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Uroderma magnirostrum","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1012,-59.53645452,-4.831717383,0,4.831717383,"This work",0,0,0,0,1,0,0,0,247.2859894,2000.276306,801.5874327,58.18965625,345.3695175,1272.405137,20.46746,0.001675412,0.04205517,0.052318572,0.057859448,0
"Vampyriscus bidens",1,"XAYAfusion","Vampyriscus bidens","Vampyressa","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","(DOBSON, 1878)",1878,"Mammals",0,62,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",11.91,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Vampyriscus bidens","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",617,-64.57743718,-3.289730976,0,3.289730976,"This work",0,0,0,0,1,0,0,0,241.1182329,2325.018391,622.9505934,48.86934343,392.0093567,1830.909288,7.951109366,0.00070334,0.017542532,0.026580113,0.026409444,0
"Vampyriscus brocki",1,"XAYAfusion","Vampyriscus brocki","Vampyressa","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","PETERSON, 1968",1968,"Mammals",0,82,"",1,"Phylogenetic Multiple Imputation",48,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Vampyriscus brocki","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",116,-63.22315926,0.625138831,0,0.625138831,"This work",0,0,0,0,1,0,0,0,252.3185395,2485.708426,541.4238805,39.8269951,138.2270521,2564.622213,2.028971463,0.000256997,0.006034456,0.001578166,0.016687914,0
"Vampyressa elisabethae",0,"XY","Vampyressa elisabethae","Vampyressa","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","TAVARES, GARDNER, RAMÍ­REZ-CHAVES, & VELAZCO 2014",2014,"Mammals",1,58,"TL",0,"Tavares, Gardner, Ramírez-Chaves, and Velazco, 2014, Am. Mus. Novit., 2014:1-27",14,1,"Phylogenetic Multiple Imputation",0,1,1,"Taxonomic Imputation",1,0,0,0,0,1,1,"Taxonomic Imputation",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Tavares, Gardner, Mcdonough, Maldonado, Gutiérrez, Velazco, and Garbino, 2022, System. Biodivers., 20:1-13",1,0,0,1,0,"Tavares, Gardner, Mcdonough, Maldonado, Gutiérrez, Velazco, and Garbino, 2022, System. Biodivers., 20:1-13","","","",1,-82.61704197,9.033059319,0,9.033059319,"This work",0,0,0,0,1,0,0,0,213.4851371,2971.3924,411.9023569,32.997595,612.7022727,533.4397342,31.91138264,0.002568494,0.008616034,0.022220814,0,NA
"Vampyressa melissa",0,"XY","Vampyressa melissa","Vampyressa","Phyllostomidae","Chiroptera","Chiroptera","Mammalia","THOMAS 1926",1926,"Mammals",0,66,"",1,"Phylogenetic Multiple Imputation",16.58,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,0,0,1,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Vampyressa melissa","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",71,-75.46946975,-3.931310404,0,3.931310404,"This work",0,0,0,0,1,0,0,0,213.9005205,2494.661091,586.3742256,34.75589902,1000.616836,1058.980638,37.45783535,0.001880071,0.036146455,0.096745131,0.007225454,0
