"","XYorvariant","sex","Scientific.Name","Genus","Family","Suborder","Order","Class","Authority","YearOfDescription","TreeTaxon","TreeImputed","BodyLength_mm","LengthMeasure","ImputedLength","SourceBodyLength","BodyMass_g","ImputedMass","SourceBodyMass","Diu","Noc","ImputedActTime","SourceActTime","Nocturnality","Fos","Ter","Aqu","Arb","Aer","ImputedHabitat","SourceHabitat","Verticality","MajorHabitat_1","MajorHabitat_2","MajorHabitat_3","MajorHabitat_4","MajorHabitat_5","MajorHabitat_6","MajorHabitat_7","MajorHabitat_8","MajorHabitat_9","MajorHabitat_10","MajorHabitat_12","MajorHabitat_13","MajorHabitat_14","MajorHabitat_15","MajorHabitat_16","MajorHabitat_17","MajorHabitatSum","ImputedMajorHabitat","SourceMajorHabitat","EcoTer","EcoFresh","EcoMar","EcosystemSum","ImputedEcosystem","SourceEcosystem","IUCN_Binomial","AssessedStatus","SourceStatus","RangeSize","Longitude","Latitude","Insularity","AbsoluteLatitude","SourceInsularity","Afrotropic","Australasia","IndoMalay","Nearctic","Neotropic","Oceania","Palearctic","Antarctic","AnnuMeanTemp","AnnuPrecip","TempSeasonality","PrecipSeasonality","Elevation","ETA50K","HumanDensity","PropUrbanArea","PropCroplandArea","PropPastureArea","PropRangeLandArea","perc.acro"
"Crocidura tarfayensis",0,"XY","Crocidura tarfayensis","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","I. VESMANIS & A. VESMANIS 1980",1980,"Mammals",0,69,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",7,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura tarfayensis","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",42,-12.90747397,25.50531022,0,25.50531022,"This work",0,0,0,0,0,0,1,0,226.4051087,66.60019612,4001.214712,98.4124119,277.3668957,624.4404707,10.23220409,0.001085352,0.011939057,0,0.083738114,NA
"Crocidura telfordi",0,"XY","Crocidura telfordi","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HUTTERER 1986",1986,"Mammals",0,83,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",22,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura telfordi","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",2,36.5594356,-7.745766702,0,7.745766702,"This work",1,0,0,0,0,0,0,0,220.0986553,1184.112814,1563.855516,86.3889715,779.1267785,416.4896834,13.5299323,0.000138973,0.134906337,0.131091965,0.075750223,NA
"Crocidura tenuis",0,"XY","Crocidura tenuis","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","MÜLLER 1840",1840,"Mammals",1,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",12,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura tenuis","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",9,125.1118745,-9.249899028,1,9.249899028,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,1,0,0,0,0,0,0,249.4710552,1344.41185,839.4348256,75.44411281,243.5990689,618.9255404,99.28580698,0.026616278,0.14155647,0.096640614,0,NA
"Crocidura thalia",0,"XY","Crocidura thalia","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DIPPENAAR 1980",1980,"Mammals",0,100,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",26,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura thalia","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",26,36.67151557,8.557485972,0,8.557485972,"This work",1,0,0,0,0,0,0,0,187.3500568,1520.947563,1165.625666,72.27242264,1760.48436,576.2095339,174.2302738,0.001897262,0.25519239,0.165106887,0.000592618,NA
"Crocidura theresae",0,"XY","Crocidura theresae","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HEIM DE BALSAC 1968",1968,"Mammals",0,101,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",21,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura theresae","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",44,-6.711464396,7.032504451,0,7.032504451,"This work",1,0,0,0,0,0,0,0,253.1393781,1819.207985,1063.920295,62.77021509,247.9252276,266.4844951,93.65056595,0.005837103,0.227797716,0.257605962,0.005700796,0.375
"Crocidura thomensis",0,"XY","Crocidura thomensis","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","BOCAGE 1887",1887,"Mammals",1,83,"",1,"Phylogenetic Multiple Imputation",11.2,1,"Phylogenetic Multiple Imputation",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura thomensis","EN","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,6.609740678,0.241524923,1,0.241524923,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",1,0,0,0,0,0,0,0,243.3270777,1053.391421,1140.483467,67.01519214,23.99916667,214.3629113,187.7431039,0.002456065,0.02768748,0.000843168,0,NA
"Crocidura trichura",0,"XY","Crocidura trichura","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DOBSON 1889",1889,"Mammals",1,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",5.3,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura trichura","CR","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,105.6416753,-10.49415675,1,10.49415675,"Faurby, Davis, Pedersen, Schowanek, Antonelli, and Svenning, 2018, Ecology, 99:2626",0,0,1,0,0,0,0,0,256.4703196,2099.273973,691.9086758,59.96803653,2.155703552,716.5928144,0,0,0,0,0,NA
"Crocidura turba",0,"XY","Crocidura turba","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DOLLMAN 1910",1910,"Mammals",1,102,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",21,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura turba","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",563,24.07074856,-3.959497217,0,3.959497217,"This work",1,0,0,0,0,0,0,0,225.7327346,1444.937041,1001.86851,64.39266888,810.1869165,573.282488,44.14218673,0.00140442,0.06285015,0.094972901,0.041242227,NA
"Crocidura ultima",0,"XY","Crocidura ultima","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DOLLMAN 1915",1915,"Mammals",1,90,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",16,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura ultima","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,37.00915681,-0.407804872,0,0.407804872,"This work",1,0,0,0,0,0,0,0,193.700488,988.1155448,959.5281778,72.52636804,1656.116216,250.5722156,374.3649547,0.008289151,0.295988096,0.299475714,0.000296098,NA
"Crocidura usambarae",0,"XY","Crocidura usambarae","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DIPPENAAR 1980",1980,"Mammals",1,87,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",10,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura usambarae","VU","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,38.38459275,-4.734068277,0,4.734068277,"This work",1,0,0,0,0,0,0,0,232.1923573,978.5284973,1619.087095,62.40578984,690.2006051,287.172486,42.59314775,0.001201859,0.219724299,0.210682332,0.055426029,NA
"Crocidura viaria",0,"XY","Crocidura viaria","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","I. GEOFFROY SAINT-HILAIRE 1934",1934,"Mammals",0,100,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",17.1,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura viaria","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",778,11.78786447,12.40340788,0,12.40340788,"This work",0.816195373,0,0,0,0,0,0.183804627,0,265.4224666,611.8462507,2921.673294,120.5746668,505.707604,700.2649556,44.78528891,0.001433547,0.1263026,0.09905062,0.182828079,NA
"Crocidura virgata",0,"XY","Crocidura virgata","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","SANDERSON 1940",1940,"Mammals",1,61,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",7,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura virgata","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",5,10.24114293,5.935371325,0,5.935371325,"This work",1,0,0,0,0,0,0,0,221.6889062,2276.324415,1369.60953,73.86671228,911.9820723,267.9535379,196.155083,0.007936741,0.1370838,0.0701121,0.000247717,NA
"Crocidura voi",0,"XY","Crocidura voi","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","OSGOOD 1910",1910,"Mammals",0,89,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",13.4,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura voi","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",311,20.99618589,9.40649736,0,9.40649736,"This work",1,0,0,0,0,0,0,0,268.7067043,661.18347,2310.313142,115.4160346,469.3308258,471.3656718,51.45804447,0.001705636,0.183522323,0.104601129,0.259839581,NA
"Crocidura vorax",0,"XY","Crocidura vorax","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","G. M. ALLEN 1923",1923,"Mammals",1,90,"HBL",0,"Francis, 2019. Field Guide to the Mammals of Southeast Asia. Bloomsbury, London, 416 p.",13.7,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Francis, 2019. Field Guide to the Mammals of Southeast Asia. Bloomsbury, London, 416 p.",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura vorax","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",131,102.2090849,22.55186239,0,22.55186239,"This work",0,0,0.618320611,0,0,0,0.381679389,0,180.6348991,1310.971323,3945.924901,84.19125889,1393.815348,461.14635,103.4789746,0.004096561,0.156830371,0.061810305,0.007982534,NA
"Crocidura vosmaeri",0,"XY","Crocidura vosmaeri","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","JENTINK 1888",1888,"Mammals",1,95,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",12,0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura vosmaeri","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",4,105.9820625,-2.2559786,1,2.2559786,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,266.8835128,2827.366734,321.5813977,35.32607495,9.655512602,225.6116415,68.45701914,0.000278259,0.188030348,0.052478875,0,NA
"Crocidura watasei",0,"XY","Crocidura watasei","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","KURODA 1924",1924,"Mammals",0,63.88,"HBL",0,"Myhrvold, Baldridge, Chan, Sivam, Freeman, and Ernest, 2015, Ecology, 96:3109-3109",5.5,0,"Faurby and Svenning, 2016, Am. Nat., 187:812-20",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura watasei","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",9,127.9662256,26.4952429,1,26.4952429,"Marino, Leclerc, and Bellard, 2021, Glob. Chang. Biol., 28:1077-1090",0,0,1,0,0,0,0,0,222.6243654,2479.154097,4334.574874,32.06306277,5.763252625,139.7383967,231.9883272,0.002882848,0.006322786,0.000602389,0,NA
"Crocidura whitakeri",0,"XY","Crocidura whitakeri","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","DE WINTON 1898",1898,"Mammals",1,64,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",7,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura whitakeri","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",109,-0.389387291,33.56545607,0,33.56545607,"This work",0,0,0,0,0,0,1,0,176.4633022,319.8813119,6245.415503,56.2050242,678.250052,196.6876814,121.1565529,0.00433556,0.185364389,0.022492152,0.058117511,NA
"Crocidura wimmeri",0,"XY","Crocidura wimmeri","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HEIM DE BALSAC & AELLEN 1958",1958,"Mammals",0,90,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",28,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura wimmeri","CR","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,-4.11904815,5.329978883,0,5.329978883,"This work",1,0,0,0,0,0,0,0,260.6112625,1549.543662,1007.229272,78.15271831,22.23922176,164.3048347,529.3695265,0.010834142,0.1813516,0.173007319,0,0.333333333
"Crocidura wuchihensis",0,"XY","Crocidura wuchihensis","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","WANG SUNG 1966",1966,"Mammals",0,65,"HBL",0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",6,0,"Smith, Xie, Hoffmann, Lunde, MacKinnon, Wilson, and Wozencraft, 2010. A guide to the mammals of China. Princeton University Press, Princeton, 576 p.",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura wuchihensis","DD","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",3,109.6194916,18.95398654,0,18.95398654,"This work",0,0,1,0,0,0,0,0,232.4427564,1760.196683,3232.780385,75.98551654,262.0974591,227.1153012,217.6891395,0.003917489,0.084681705,0.189365424,0,NA
"Crocidura xantippe",0,"XY","Crocidura xantippe","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","OSGOOD 1910",1910,"Mammals",1,98,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",14,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura xantippe","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",8,38.38671034,-3.760035014,0,3.760035014,"This work",1,0,0,0,0,0,0,0,235.6847767,731.6798094,1436.874295,73.1222908,674.6678295,429.2476915,34.10116645,0.000503546,0.108426568,0.184580054,0.048373768,NA
"Crocidura yankariensis",0,"XY","Crocidura yankariensis","Crocidura","Soricidae","Eulipotyphla","Eulipotyphla","Mammalia","HUTTERER & JENKINS 1980",1980,"Mammals",1,66,"HBL",0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",4.5,0,"Kingdon, Happold, Butynski, Hoffmann, Happold, and Kalina, 2013. Mammals of Africa, v. 1-6. London: Bloomsbury Publishing",0,1,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",1,0,1,0,0,0,0,"Wilman, Belmaker, Simpson, de la Rosa, Rivadeneira, and Jetz, 2014, Ecology, 95:2027-2027",0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",1,0,0,1,0,"IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1","Crocidura yankariensis","LC","IUCN 2024. The IUCN Red List of Threatened Species. Version 2023-1",171,29.03963625,8.138588125,0,8.138588125,"This work",1,0,0,0,0,0,0,0,267.5747451,707.4014095,1834.707329,104.9720839,444.384019,489.8074113,32.19363562,0.001146407,0.163005623,0.124827002,0.224783133,NA
